ticker,estrategia,direccion,fecha_entrada,fecha_salida,dias_aguantados,precio_entrada,strike,prima_entrada,prima_salida,iv_estimada,mult,pct,dolares_x_contrato,toco_50,dia_50,max_mult
AAPL,piso_fuerte,call,2019-02-19T00:00:00,2019-03-05T00:00:00,14.0,40.73,43.17,0.357,0.0,0.362,0.0,-100.0,-35.67,False,,1.08
AAPL,piso_fuerte,call,2019-03-18T00:00:00,2019-04-01T00:00:00,14.0,44.8,47.49,0.039,0.118,0.182,3.014,201.4,7.87,True,3.0,6.03
AAPL,piso_fuerte,call,2019-06-06T00:00:00,2019-06-20T00:00:00,14.0,44.31,46.96,0.442,0.746,0.382,1.689,68.9,30.44,True,1.0,2.19
AAPL,piso_fuerte,call,2019-07-23T00:00:00,2019-08-06T00:00:00,14.0,49.95,52.95,0.101,0.0,0.222,0.0,-100.0,-10.14,False,,1.0
AAPL,piso_fuerte,call,2019-08-07T00:00:00,2019-08-21T00:00:00,14.0,47.61,50.47,0.317,0.562,0.325,1.769,76.9,24.41,True,1.0,2.66
AAPL,piso_fuerte,call,2019-08-13T00:00:00,2019-08-27T00:00:00,14.0,50.18,53.19,0.481,0.0,0.376,0.0,-100.0,-48.09,False,,1.0
AAPL,piso_fuerte,call,2020-03-04T00:00:00,2020-03-18T00:00:00,14.0,73.08,77.47,1.866,0.0,0.614,0.0,-100.0,-186.64,False,,1.0
AAPL,piso_fuerte,call,2020-03-26T00:00:00,2020-04-09T00:00:00,14.0,62.39,66.13,4.519,0.0,1.233,0.0,-100.0,-451.89,False,,1.0
AAPL,piso_fuerte,call,2020-05-15T00:00:00,2020-05-29T00:00:00,14.0,74.48,78.95,0.546,0.485,0.337,0.887,-11.3,-6.16,True,5.0,1.77
AAPL,piso_fuerte,call,2020-09-21T00:00:00,2020-10-05T00:00:00,14.0,106.77,113.18,2.724,0.0,0.613,0.0,-100.0,-272.35,False,,1.16
AAPL,piso_fuerte,call,2021-02-23T00:00:00,2021-03-09T00:00:00,14.0,122.47,129.82,0.575,0.0,0.286,0.0,-100.0,-57.48,False,,1.0
AAPL,piso_fuerte,call,2021-03-01T00:00:00,2021-03-15T00:00:00,14.0,124.35,131.81,0.945,0.0,0.342,0.0,-100.0,-94.46,False,,1.0
AAPL,piso_fuerte,call,2021-04-05T00:00:00,2021-04-19T00:00:00,14.0,122.51,129.86,1.184,1.735,0.377,1.465,46.5,55.03,True,3.0,2.6
AAPL,piso_fuerte,call,2021-05-06T00:00:00,2021-05-20T00:00:00,14.0,126.25,133.82,0.525,0.0,0.275,0.0,-100.0,-52.49,False,,1.09
AAPL,piso_fuerte,call,2021-05-11T00:00:00,2021-05-25T00:00:00,14.0,122.73,130.09,0.404,0.0,0.255,0.0,-100.0,-40.41,False,,1.13
AAPL,piso_fuerte,call,2021-05-19T00:00:00,2021-06-02T00:00:00,14.0,121.54,128.83,0.518,0.481,0.277,0.928,-7.2,-3.73,True,1.0,1.86
AAPL,piso_fuerte,call,2021-06-02T00:00:00,2021-06-16T00:00:00,14.0,121.9,129.22,0.368,0.0,0.249,0.0,-100.0,-36.81,False,,1.02
AAPL,piso_fuerte,call,2021-06-11T00:00:00,2021-06-25T00:00:00,14.0,124.13,131.58,0.178,0.219,0.204,1.228,22.8,4.06,True,3.0,3.19
AAPL,piso_fuerte,call,2021-06-17T00:00:00,2021-07-01T00:00:00,14.0,128.46,136.17,0.195,0.0,0.206,0.0,-100.0,-19.46,False,,1.1
AAPL,piso_fuerte,call,2021-09-24T00:00:00,2021-10-08T00:00:00,14.0,143.43,152.03,0.516,0.0,0.262,0.0,-100.0,-51.59,False,,1.0
AAPL,piso_fuerte,call,2021-10-01T00:00:00,2021-10-15T00:00:00,14.0,139.26,147.61,0.404,0.0,0.246,0.0,-100.0,-40.36,False,,1.0
AAPL,piso_fuerte,call,2021-10-06T00:00:00,2021-10-20T00:00:00,14.0,138.62,146.94,0.479,0.0,0.259,0.0,-100.0,-47.9,False,,1.27
AAPL,piso_fuerte,call,2021-10-13T00:00:00,2021-10-27T00:00:00,14.0,137.56,145.81,0.3,0.33,0.227,1.101,10.1,3.02,True,1.0,6.11
AAPL,piso_fuerte,call,2021-10-18T00:00:00,2021-11-01T00:00:00,14.0,143.06,151.65,0.293,0.263,0.223,0.895,-10.5,-3.09,True,1.0,1.86
AAPL,piso_fuerte,call,2021-10-29T00:00:00,2021-11-12T00:00:00,14.0,146.24,155.01,0.286,0.0,0.22,0.0,-100.0,-28.6,False,,1.0
AAPL,piso_fuerte,call,2022-01-28T00:00:00,2022-02-11T00:00:00,14.0,166.52,176.51,1.624,0.0,0.379,0.0,-100.0,-162.36,False,,1.44
AAPL,piso_fuerte,call,2022-03-22T00:00:00,2022-04-05T00:00:00,14.0,165.25,175.17,1.708,1.456,0.388,0.853,-14.7,-25.18,True,2.0,2.24
AAPL,piso_fuerte,call,2022-04-13T00:00:00,2022-04-27T00:00:00,14.0,166.8,176.81,0.755,0.0,0.283,0.0,-100.0,-75.54,False,,1.0
AAPL,piso_fuerte,call,2022-04-19T00:00:00,2022-05-03T00:00:00,14.0,163.86,173.7,0.933,0.0,0.306,0.0,-100.0,-93.25,False,,1.0
AAPL,piso_fuerte,call,2022-05-02T00:00:00,2022-05-16T00:00:00,14.0,154.62,163.9,1.634,2.032,0.392,1.244,24.4,39.8,True,2.0,2.49
AAPL,piso_fuerte,call,2022-05-23T00:00:00,2022-06-06T00:00:00,14.0,140.29,148.71,3.547,0.0,0.61,0.0,-100.0,-354.72,False,,1.43
AAPL,piso_fuerte,call,2022-05-26T00:00:00,2022-06-09T00:00:00,14.0,140.95,149.41,3.192,2.605,0.573,0.816,-18.4,-58.63,True,1.0,1.63
AAPL,piso_fuerte,call,2022-06-24T00:00:00,2022-07-08T00:00:00,14.0,138.87,147.2,2.238,0.0,0.478,0.0,-100.0,-223.79,False,,1.0
AAPL,piso_fuerte,call,2022-07-01T00:00:00,2022-07-15T00:00:00,14.0,136.2,144.37,2.004,3.179,0.458,1.586,58.6,117.41,True,6.0,1.79
AAPL,piso_fuerte,call,2022-07-07T00:00:00,2022-07-21T00:00:00,14.0,143.47,152.08,2.016,0.213,0.447,0.106,-89.4,-180.32,False,,1.01
